,popular
69841,0
77879,1
44715,0
113993,1
33719,1
48503,1
76956,0
80264,1
24429,0
112326,1
32479,1
36916,1
77152,1
35927,1
101606,1
40562,1
69510,0
50406,0
93688,0
12905,1
51116,1
16574,1
101968,0
11101,1
10988,0
73244,0
82252,1
25352,1
9569,1
106345,1
47656,1
64698,0
34001,1
38088,1
32806,1
67202,0
16150,1
93435,0
73598,0
110998,0
88662,1
77190,1
25746,0
70139,1
80576,1
2512,1
23477,1
19306,1
76598,0
113677,0
113515,1
18737,0
54205,0
50979,0
92435,0
94052,1
31117,1
18380,0
21664,0
8879,0
22231,0
64743,0
101771,0
36891,0
1035,1
18407,0
58790,0
113190,1
98719,0
46837,0
81891,1
90659,0
110386,0
5986,0
51375,1
8629,1
7379,0
72844,0
21849,0
61823,0
17345,0
76658,0
7851,1
55058,1
70421,1
37051,1
112375,1
73805,1
25532,0
70005,1
85186,0
1914,0
93528,0
48412,1
95621,0
70273,1
6347,0
67222,0
65415,1
71454,1
14227,1
18352,0
40658,1
20507,1
112301,1
110825,0
77750,1
5749,1
14492,0
71933,1
104287,0
23330,1
69154,1
93268,0
104957,1
97253,1
107276,1
67898,1
77442,1
15615,1
96626,1
49964,0
48243,1
15270,1
59980,0
70033,1
92764,0
82451,1
57071,1
84517,1
104684,0
61972,0
24761,0
101512,1
1889,0
90649,0
33798,1
96858,1
49827,0
84908,1
59912,0
34109,1
22048,0
66014,0
53473,1
49273,0
14663,1
15469,1
28670,1
38971,0
84921,1
13570,0
39631,0
118,1
60479,0
108961,0
97826,1
23644,0
21840,0
37597,1
104760,1
34920,0
52378,0
37900,1
34328,1
59770,0
17074,1
44513,1
26488,0
108419,0
62579,1
40947,1
26402,1
45108,1
6794,0
2830,1
90682,0
7742,0
109113,0
58860,0
46271,0
67195,0
112785,1
90224,1
10550,1
61080,0
30626,1
98512,0
5950,1
61338,0
106999,1
25247,0
87804,1
69853,0
74249,1
76934,0
13022,0
33347,1
24354,0
73298,0
100645,0
49030,1
948,0
98486,0
86652,1
9539,1
101434,1
35538,1
69462,0
56916,1
41154,0
112497,1
24496,0
65607,1
53456,1
60869,0
97521,1
25738,1
28523,1
94025,1
38252,1
58516,0
51087,1
54908,0
55218,1
14440,1
49846,0
56412,1
79672,1
51350,1
106401,1
99738,0
54010,1
26978,0
17054,1
61074,0
8963,1
63242,1
94236,1
65316,1
10942,0
106166,1
92978,0
92669,1
70429,1
35566,1
98519,0
12560,0
95773,0
23074,1
78388,0
13538,0
5007,1
108970,0
40846,1
88733,0
80339,0
86709,1
64924,1
84784,1
38220,1
76936,0
7010,1
69910,0
55486,1
105513,0
56897,0
99680,1
7116,0
49420,1
61937,0
18766,0
99764,0
93655,0
37786,1
39931,1
33075,1
101692,0
48939,0
75052,1
92369,1
32109,1
113104,1
71740,1
4250,1
97374,1
19877,1
7419,0
73926,0
47613,1
90308,1
112637,1
4232,1
103555,1
5202,1
77355,1
59929,0
98529,0
52829,0
22146,0
105353,1
52398,0
10054,1
17482,0
95187,1
19599,0
99866,0
27179,0
24739,0
3222,0
59687,0
80188,1
13185,0
49456,0
2228,0
105812,0
54542,0
42182,0
24636,0
24262,0
11327,0
108612,0
107529,0
61246,0
6637,0
40950,1
84980,0
35957,1
11993,0
95948,0
12849,0
53779,1
6051,1
65344,1
112691,1
94482,1
32136,1
94285,1
112673,1
6866,1
55157,1
7166,0
2080,0
9121,1
64838,0
6744,0
18546,0
75525,0
52864,0
48970,0
106682,1
40314,1
50557,0
60615,0
16849,0
50259,0
48724,0
98684,0
9525,1
48844,0
104216,0
5377,1
32948,0
113784,1
16120,0
12699,0
24892,0
66176,0
61334,0
479,1
17727,0
83570,1
52282,0
52243,0
43634,1
8700,1
7818,0
16270,0
14769,0
30733,1
105371,0
9930,1
10117,0
83589,1
36828,0
26688,0
92921,0
98163,1
58139,0
72996,0
110574,1
77768,1
112535,1
21768,0
4561,1
73121,1
65054,1
38472,0
83993,0
101202,1
80123,1
84838,1
101018,0
83425,1
9347,1
60334,0
15677,1
7993,0
84498,0
5924,1
75618,1
38664,1
69825,0
36952,1
69747,0
66679,0
50092,0
104937,0
23396,0
9021,1
23988,1
34936,1
39720,1
26451,1
47559,1
93267,0
42858,0
83224,1
1746,0
60703,1
109226,1
15602,1
81366,1
69709,0
78371,0
62729,1
108146,0
10177,0
74730,1
17048,1
83401,1
26729,0
17310,1
52613,0
61415,0
43975,0
82409,0
73151,0
4974,0
105245,0
84861,0
36230,1
87890,1
18730,0
93468,0
50296,0
52861,0
26334,0
97761,1
40486,1
36068,1
1367,0
15067,1
62412,1
7588,0
65448,1
96611,1
32157,1
25994,0
78370,0
37559,1
27262,0
73222,1
16865,0
13638,0
29933,1
38974,0
93494,0
107466,1
7674,0
61311,0
73751,1
90,0
92739,0
36521,1
25721,1
27442,0
75374,0
58153,1
83803,1
1093,1
13231,0
51315,1
106185,0
47677,1
75186,0
67744,0
94971,0
80032,1
39594,0
62825,1
112160,1
69529,0
73309,1
52238,0
157,1
92803,1
28135,1
26561,0
96507,1
101925,1
55119,1
38217,1
18589,0
98469,0
6037,0
2917,1
79238,1
30679,1
107822,0
3255,1
34223,0
26092,0
7804,0
105612,0
25767,1
82112,1
5813,1
58401,1
101747,0
12575,0
18308,0
20050,1
26442,0
93391,0
48698,0
27813,0
36662,1
66748,0
66372,0
17315,1
10367,0
17899,0
84597,0
25864,0
2658,1
59714,0
58902,1
78872,0
36229,1
12143,1
91829,0
80177,1
46567,0
59416,0
9779,1
65584,1
28141,1
95979,0
104559,1
16652,0
13139,0
3679,0
98756,0
108943,0
33172,1
73870,1
52385,0
54679,0
73977,0
11589,1
70115,1
30471,1
32358,1
111524,0
65345,1
105444,0
28853,1
90813,1
65785,1
49395,0
99,0
79470,1
60520,0
26503,1
65310,1
80880,1
9288,1
75934,0
27822,0
112537,1
60450,1
99831,0
98703,1
4075,1
101241,0
74015,1
22932,0
24727,0
104539,0
110924,0
31231,0
46117,0
32207,1
45570,1
27751,1
11851,1
113828,1
14634,0
2722,1
108700,0
100217,1
28840,0
106422,1
112157,1
40492,1
57659,1
99720,1
79376,1
60758,0
10131,0
111858,1
27556,1
84370,0
17720,1
33825,1
37823,1
41773,0
61752,0
77064,1
101238,1
14727,1
60790,0
61456,0
98952,1
98860,0
59793,0
35989,1
22412,1
55655,0
11214,1
26271,0
5571,1
6170,0
23677,1
110359,1
64916,1
75515,1
49015,1
136,1
72295,0
17500,0
14349,1
90761,1
46642,0
84996,0
85817,1
103563,1
78304,0
42636,0
104884,0
62491,0
9002,1
49284,0
103052,0
913,1
33381,1
22050,1
80461,1
82483,0
87737,1
70391,0
33704,1
15841,1
90398,0
79502,1
63497,1
111151,1
92670,0
50181,0
58925,0
111370,0
28156,1
67597,0
37976,1
42607,0
98310,0
24597,0
52562,0
75173,0
7933,0
28578,1
63611,1
35337,1
7135,0
85474,1
39563,1
51090,1
10244,0
9160,1
2211,1
85512,1
107662,1
111606,1
35176,1
94421,1
9847,1
22740,0
103404,1
84449,0
95197,0
95899,0
13336,0
107818,1
97330,1
113323,1
1831,0
63887,0
17140,1
38935,0
111717,1
29817,1
13486,0
8832,1
65496,1
27038,1
91107,1
15089,1
45322,0
12240,0
17803,1
22474,1
26824,0
22574,0
49404,1
1417,0
16887,0
98375,0
54227,0
55188,1
93226,0
12038,1
50849,0
35930,1
46074,0
41087,0
36432,0
48021,0
101769,0
82796,0
32288,1
12565,0
2261,1
12150,1
70551,1
42566,0
112823,1
58928,0
33646,1
83608,1
6057,0
80700,1
4525,1
35230,1
41655,0
110601,1
75852,1
95938,0
21555,1
36655,1
48552,1
6721,0
52803,0
111691,0
23400,1
7357,0
47762,1
51456,1
28888,0
12509,1
80053,1
112893,1
75391,0
25258,1
21590,0
61111,0
85792,1
10001,1
90810,0
73673,1
26362,0
5543,1
19818,1
16273,0
54546,0
90579,0
73231,1
82178,0
108412,0
51261,1
7595,0
10173,0
1799,0
62225,1
60385,0
13016,0
11967,1
90230,1
92197,1
22379,0
100822,1
24197,0
11268,1
54578,1
93641,0
17534,1
37187,0
19999,1
61911,0
104468,1
37569,1
106646,1
26743,0
48870,0
54831,0
111583,0
73452,1
33632,1
90196,1
27240,0
14685,0
109291,0
108416,0
105779,0
10768,0
104450,1
97046,1
24139,0
65471,1
22420,0
3751,1
36470,1
41945,0
113153,1
87253,1
25703,1
19396,0
4549,0
75033,0
54089,0
61643,0
28198,1
77242,1
54517,0
101577,1
92936,0
34074,1
51610,1
74566,1
100706,1
15982,1
46130,0
69210,1
95996,0
23919,1
100501,1
33331,1
97540,1
11269,1
7457,0
10958,0
10463,0
38291,0
60741,0
107960,1
46431,0
50546,0
5648,1
8187,0
76873,0
27285,0
28099,0
70144,1
85455,1
34556,1
22951,1
9684,1
50792,0
21817,1
5261,1
66488,0
17909,1
64350,0
69258,0
33845,1
112282,1
80089,1
18348,0
72756,1
59333,0
2533,1
9224,1
65529,1
92573,0
73287,1
82713,0
111688,0
111129,1
111952,1
49931,0
60681,0
26345,0
101318,1
2558,1
33831,0
46593,0
36459,1
66686,0
59360,0
22567,0
111962,1
5214,1
44590,1
108370,0
55522,1
21850,1
75468,0
54260,0
12272,1
37970,1
9737,1
22467,1
14591,0
16801,0
77899,1
40533,1
77552,1
94191,1
79839,0
96418,1
23065,1
41989,0
12935,0
45293,0
63590,1
1378,0
38391,0
76760,0
15427,1
113834,0
21788,0
65676,1
606,1
8504,1
47605,0
13721,0
42757,0
47620,1
35724,1
34165,1
9435,1
1599,0
4359,0
13235,0
49644,0
67146,0
10736,0
95359,0
112113,1
101380,1
58940,0
13455,0
48076,1
27490,0
24891,0
98297,0
54607,0
38567,1
31878,1
110719,1
100872,0
20800,1
40718,1
20356,1
19204,0
109062,1
70894,0
32295,1
24982,0
35669,1
24900,1
2008,1
52989,0
6861,0
61048,1
109674,1
97051,1
67704,1
52687,0
21736,0
78461,0
20344,0
36539,0
94059,1
111743,0
48207,1
25103,1
26882,0
93039,0
73496,0
7819,0
48938,0
72594,0
56900,1
60641,0
7320,0
113583,1
21977,0
45241,0
28232,1
5694,1
93716,0
92525,0
48188,1
25227,0
74502,1
17227,1
104457,0
16852,0
83494,1
2713,1
67828,0
10208,0
93236,0
55007,1
47104,1
76267,1
105713,0
25915,0
8436,1
27884,0
2401,1
97552,1
66024,0
60347,0
109309,0
6848,0
108964,0
33675,1
73780,0
100910,0
66502,0
18919,0
96834,1
74791,1
16605,1
36545,0
38260,1
36488,1
105189,1
46887,0
26363,0
93629,0
55267,1
112553,1
98724,0
82501,1
87877,1
58743,0
3214,1
67428,0
113274,1
54616,0
28292,0
5200,1
19925,1
23284,1
63599,1
58610,0
31241,0
73792,0
16657,1
17161,1
9330,1
38736,0
40571,1
41491,0
2409,1
11114,1
22393,0
101007,0
49447,0
95648,0
24691,0
7598,0
94299,1
52447,0
76689,0
9024,1
97749,1
69269,0
43392,0
12550,1
52229,1
77461,1
88517,0
76638,0
87536,1
34135,1
52551,0
52091,0
74406,1
70824,1
15916,0
108774,0
112043,0
41922,0
58960,0
50210,0
14329,1
59570,0
38016,1
35405,1
61214,0
17868,0
12252,0
9651,1
55833,1
27744,0
68879,1
98902,1
111819,1
14831,0
94229,1
22428,0
36749,0
40480,1
92883,0
328,1
80106,1
103917,1
62317,1
65738,1
25470,1
18414,0
22404,1
79143,1
20552,1
17546,0
42900,1
1188,0
49611,0
41206,0
61341,0
45855,0
25681,0
108458,0
71467,1
79307,1
75077,1
34076,1
44195,1
18605,0
52939,0
96102,0
43674,1
45812,0
33128,1
92811,0
4997,1
6754,1
108234,0
51009,1
83335,1
37589,0
35256,1
8979,0
24664,0
16483,0
97216,1
72126,1
104099,0
40776,1
111247,0
59643,0
48583,0
95563,0
1714,0
36198,1
83258,1
15398,1
86818,1
94198,1
69327,0
24036,0
36221,1
50788,0
95516,0
66818,0
22892,0
70833,0
6315,1
1062,1
98308,0
76286,0
54956,0
108606,0
11653,1
38318,0
32209,1
33986,0
97747,1
94780,1
62315,1
108651,0
41939,0
82947,0
53543,0
106693,1
95192,1
24231,0
48965,1
31074,1
108147,0
32094,0
99963,1
25508,1
12261,0
42725,0
44261,1
72616,1
33600,1
46061,0
42479,0
34284,0
106934,1
41478,0
28465,1
73776,0
31254,1
48570,0
55909,1
82848,0
45348,0
33251,1
43463,1
54468,0
8396,0
1303,1
19402,0
46163,0
14882,0
52706,0
59816,0
18965,0
18061,0
98659,0
77613,1
61718,0
47603,1
42942,0
437,1
548,0
34590,1
79331,1
9632,1
33833,1
91785,0
8855,1
51385,1
71766,1
4644,0
60694,0
77319,1
18573,0
83277,0
44385,1
14328,1
107577,0
108988,0
72744,0
5798,0
24630,0
11033,0
100114,1
90396,0
5748,0
107360,1
82844,0
112010,1
13249,0
106204,1
41901,1
9772,1
26068,1
33749,1
48904,1
52666,0
87846,1
1074,0
82930,0
47166,1
104458,1
65796,1
977,1
101963,0
1805,0
100537,1
105138,1
34938,1
69268,1
88712,1
48208,1
32235,1
21314,1
84759,1
69372,0
72532,1
39327,0
49600,1
90793,0
74584,1
110480,0
70864,0
84305,1
43838,0
8709,1
27267,0
6359,1
98227,0
18317,0
12141,1
100437,1
42722,0
105798,0
108997,0
5030,1
78793,0
3152,1
42079,0
106776,1
10478,0
71950,1
41596,0
77570,1
1833,0
72885,1
4110,1
43387,0
86851,1
8613,1
75619,1
1767,0
96535,1
62871,1
62689,1
88132,0
36089,0
62320,1
101114,0
73785,0
5880,1
69230,1
51762,1
34581,1
4924,1
57683,1
88923,1
32895,0
10735,0
44310,1
10148,0
60753,1
48977,0
18980,0
77453,1
27051,1
110676,0
8077,0
12084,1
9304,1
45247,0
73843,0
5587,1
113976,1
61505,1
843,0
49133,0
7103,0
14067,1
61153,1
34851,0
105923,0
101538,1
105521,0
73971,0
5382,1
12323,1
19610,1
26209,0
52841,0
7886,0
35483,1
7945,0
10922,0
112602,1
111611,1
40803,1
47342,0
87289,0
23505,1
78670,0
5330,1
15204,1
77338,1
27163,1
61665,0
58159,1
110829,0
36275,1
41575,0
75174,0
84939,0
95925,0
32370,1
46414,0
79282,1
35272,1
36380,1
42770,0
69481,0
66921,0
27140,0
24730,0
1716,0
35511,1
101534,1
39934,1
87281,1
18089,0
66711,0
27216,1
45501,1
54503,0
95867,0
18219,0
66157,0
106637,1
113075,1
35512,1
9838,1
42718,0
6422,0
23104,1
20113,1
110361,0
18194,0
61818,0
100339,1
108109,0
26983,0
97559,1
67362,0
49585,0
10725,0
80550,1
83218,1
75376,0
93707,0
4324,1
100384,1
22033,0
50143,0
112322,1
105178,1
2047,0
94791,1
22824,1
93755,0
98638,0
10995,0
6420,0
66563,0
105877,0
223,1
44921,1
51272,1
24893,0
61694,0
104961,0
39589,1
14068,1
47767,1
48875,0
11404,1
99484,1
63734,0
101579,1
79704,0
111454,1
74491,0
44317,1
28703,1
101037,1
67014,0
4425,1
49808,0
75545,0
19035,0
41192,0
69167,1
46386,0
72486,1
23059,1
5053,1
22094,0
17415,0
27691,0
34843,1
79249,0
27774,0
44436,1
14746,0
93151,0
455,1
47024,0
72675,0
93585,0
13250,1
16280,0
111528,0
83939,1
10217,1
86150,1
101331,1
90226,1
3073,0
34620,1
81233,0
22863,0
28429,1
5433,1
87966,1
40926,1
31096,0
61781,0
64908,1
79834,0
108654,0
1078,0
65208,1
59624,0
56453,1
97714,1
5370,1
23110,1
51081,1
100840,0
46054,1
72503,1
22025,0
92863,1
83764,1
43982,1
38547,0
40567,1
6469,0
94732,1
13489,0
67923,0
69060,1
61179,0
59833,0
26855,0
12454,1
1283,0
2620,1
111503,1
15413,1
14318,1
90912,0
52568,0
81023,1
83825,1
93717,0
48755,1
9633,1
100488,1
10060,1
52099,0
52231,0
4915,1
31262,1
66374,0
66569,0
95620,0
706,1
3362,1
36977,0
36241,1
104075,0
4790,1
77296,1
23223,1
8918,1
29959,0
6946,0
45849,0
83827,1
11237,1
44545,0
79311,1
36406,1
50258,1
103553,1
61254,1
85819,1
66704,0
54442,0
79875,0
48879,0
12434,0
30539,1
34535,0
82194,0
98422,0
112013,1
83832,1
96314,1
101997,0
33619,1
98765,0
111223,1
41229,0
26525,0
70373,1
59029,0
44457,1
72947,0
80715,1
21431,0
12000,1
111650,1
42886,0
43345,0
18401,1
38259,1
98474,0
62831,1
92902,1
45328,0
36251,1
59207,0
86055,1
12840,1
95342,0
90442,0
51126,1
60701,1
44152,1
106386,1
66002,0
100252,1
74734,1
37364,1
96604,1
96833,1
15291,1
7577,0
82106,1
34586,1
72774,0
43540,0
69302,0
69749,0
28715,1
69877,0
42957,0
5826,1
7935,0
41672,0
55234,1
25610,1
19813,1
84218,1
24774,0
90685,0
107542,0
110349,0
104376,0
93322,0
17355,0
16354,1
8376,0
61395,0
7681,0
55811,1
94119,1
10483,0
72452,1
113424,1
80806,0
56922,1
9965,1
13946,0
75258,1
45578,0
81127,0
4636,0
1547,0
52697,0
44556,1
45834,0
90557,1
92589,0
65996,1
12018,1
8725,0
37381,1
4742,1
104594,1
50023,1
40471,1
15693,1
2643,0
74618,1
75445,0
24734,0
15231,1
107885,0
54120,0
105061,1
52850,0
109696,0
44949,0
90962,0
66020,0
76794,0
499,0
1211,0
1332,0
19381,0
58395,0
43233,0
32186,1
87745,1
69129,1
14919,1
18202,0
60721,0
51355,1
1678,0
13892,0
60756,0
73338,1
49967,0
112671,1
78272,0
41316,0
81130,1
88350,1
69124,1
9169,1
46241,0
76148,0
98224,0
12846,0
32163,1
36215,1
742,0
106522,0
30568,1
21651,1
32141,1
28704,0
44932,1
60337,0
42591,0
22208,1
25170,1
49276,0
40746,1
41328,1
59961,0
35879,1
169,1
64826,1
54454,0
62484,1
73890,0
75678,0
69273,0
72304,1
26143,0
23539,1
59188,0
35013,1
110250,1
47352,1
24001,1
97782,1
14511,1
28074,1
23694,1
18638,0
26063,1
106469,1
51776,1
97955,1
38565,1
12358,1
113087,1
70193,1
52308,0
42528,0
80639,1
27587,0
9954,1
13530,0
42466,0
87436,1
8088,0
453,1
42045,0
97194,1
98385,0
110668,1
16752,0
81763,1
5002,1
5965,1
27394,0
4388,1
42802,0
83831,1
51488,1
23129,1
19490,0
61692,0
61460,0
45337,0
101683,0
19782,0
4316,1
57821,0
79745,0
90733,0
94186,1
96757,1
4412,1
84480,1
25469,1
45019,1
72870,0
17979,1
17820,0
69113,1
59312,0
95472,0
41810,0
38173,1
95639,0
70099,0
110305,1
91318,0
82972,0
24908,0
36040,0
59813,0
81387,1
14520,1
7187,0
18806,1
61969,0
112247,1
95366,0
45223,0
85111,1
8355,1
108077,0
101076,1
14789,0
30616,1
37225,1
77878,1
19876,1
19944,1
84942,0
95365,0
80571,1
33526,1
5959,1
73123,1
69266,1
46600,1
4796,0
62150,1
43479,0
86832,1
448,0
36180,1
72501,1
66537,0
106718,1
44114,1
4775,1
20574,0
37646,1
74651,1
62485,1
6281,0
22744,0
79750,1
284,1
101474,0
103676,0
17324,1
26722,0
106997,1
93527,0
74626,1
6619,0
9518,1
90194,1
46416,0
79373,1
14171,1
74290,1
76631,0
26200,1
440,1
74639,1
11577,1
25462,1
31405,1
96434,1
13993,0
49966,0
104891,0
81794,0
2656,1
4947,1
40508,1
28275,1
72186,1
26658,0
9375,1
11502,0
96791,1
65823,1
49844,0
5523,1
105855,0
17079,1
45774,0
51134,0
65618,1
60064,1
43973,0
41075,1
37697,1
61526,0
29886,1
59297,0
49492,0
69616,0
25685,0
66913,0
30874,0
75596,0
108593,0
46779,0
52278,0
99968,1
93696,0
78294,1
59272,0
71722,1
11833,0
52856,0
91151,1
104240,0
41214,1
99957,1
73497,0
1128,0
20899,0
105229,1
19089,0
103264,1
6133,0
62675,1
54027,0
34560,1
67647,0
67500,1
111797,0
5111,1
111649,0
46444,0
28189,1
32609,1
76999,0
45573,0
34835,1
6803,0
18456,0
17682,0
108743,0
15525,1
33320,1
53851,1
58560,0
106475,1
108454,0
113772,1
35424,1
39179,0
108160,0
83812,1
66551,1
32651,1
100763,0
42158,0
84579,0
80322,1
18047,0
12701,1
101791,0
2313,1
45628,0
6203,0
20813,1
108303,0
85517,1
107252,1
90523,0
98743,0
21617,0
16556,0
50382,0
61345,0
11430,1
97381,1
16816,0
101789,0
84051,1
95987,0
61034,0
98354,1
28810,1
107233,1
67706,0
47838,1
97333,1
21761,0
48521,0
2911,1
27637,0
25807,0
95509,0
3932,0
106425,1
105219,1
94729,1
95466,0
79324,1
107376,1
49746,0
52842,0
12974,0
33160,1
101866,0
54897,0
25405,1
113163,1
32300,1
111213,1
73478,0
12842,0
30971,1
34610,1
8637,1
95866,0
33186,1
78591,0
11748,0
38723,0
58797,0
59784,0
80586,1
70503,1
28553,1
52492,0
82455,0
76187,1
54489,0
77589,1
106686,1
65643,1
617,0
105051,1
95529,0
9839,1
82281,0
35040,1
70955,1
105032,1
73257,0
12976,0
52636,0
46565,0
57385,0
22180,0
47379,1
14385,1
66216,0
69453,0
112711,1
18591,0
78957,0
52776,0
48177,1
72605,1
51764,1
27582,0
73364,1
80668,1
39771,1
113368,1
93674,0
49496,0
41440,0
33409,1
9996,1
43952,1
69028,1
45958,1
43395,0
48448,0
13507,0
52610,0
52160,0
25774,0
95237,0
28380,1
16197,0
3726,0
5602,1
112067,1
46020,0
81364,1
31452,1
111984,0
48710,1
13466,0
106862,1
6559,0
8586,1
74878,1
11129,0
108638,0
30159,1
75881,0
28352,1
26026,1
795,0
62207,1
93061,0
4181,1
106905,1
52762,0
99679,1
83385,1
73411,1
34323,1
23855,1
66367,0
23147,0
105645,0
83379,1
50410,0
65417,1
110163,1
75481,0
111799,0
49448,0
46269,0
49714,0
18977,0
59571,0
15300,1
105729,0
24638,0
236,1
28763,1
82571,0
54223,0
32664,0
65279,1
32729,1
46544,0
86771,1
84696,0
67857,1
17812,0
32303,1
17432,0
48485,0
54785,0
59950,0
41368,1
14812,1
13348,0
49632,0
24280,0
8630,1
30796,1
59535,0
32803,1
90448,0
33667,1
74472,1
76319,0
62885,1
23402,1
43891,0
94977,0
50336,0
31605,1
98400,1
8703,1
27191,0
54498,0
26277,0
13049,0
19628,0
33892,0
30787,1
24470,0
30050,1
65465,1
31915,1
58660,1
105988,0
104323,1
55664,1
100631,1
9802,1
81413,1
85930,1
9138,1
69533,0
108405,0
34029,1
32437,0
84821,1
51318,0
44265,1
96403,1
32480,1
56747,0
69221,1
30547,1
98072,1
78863,0
70127,1
17784,1
21869,0
62000,1
92095,0
28011,1
106507,1
94195,1
78944,0
84849,0
40677,1
19592,0
113217,1
44359,1
8955,1
85309,1
10555,0
45870,1
25758,1
109196,1
56051,1
110195,1
31131,0
110167,1
100065,1
111469,1
36664,1
83175,1
110801,0
28012,1
29858,1
111212,1
25030,0
112742,1
95411,0
941,0
52898,0
112112,1
22016,1
19012,0
52499,0
10571,0
7788,0
96918,1
71853,1
52146,0
107740,0
27539,0
27953,1
95268,0
34410,1
28481,1
25198,0
111937,0
110252,1
76666,0
3722,1
112650,1
23374,1
12499,0
61670,0
96512,1
113520,0
30395,0
58863,0
22421,0
30990,1
35943,1
9401,1
66519,0
40501,1
11366,0
65940,1
92602,1
76116,1
8510,1
104646,0
82219,0
44849,0
52277,0
52763,0
75984,0
13066,0
101026,0
35202,1
6732,0
10724,0
84116,1
9728,1
10458,0
33720,1
15713,1
107472,1
16617,0
5494,1
112271,1
61398,0
95736,0
55227,1
74414,1
107398,0
34099,0
42828,0
4786,1
95370,0
75731,0
15984,1
49510,0
62973,1
14742,0
80382,1
99332,0
43599,0
21619,1
111608,1
113191,1
36283,1
82793,0
11259,1
47641,1
4587,1
112633,1
70116,1
49646,0
22500,1
58770,0
37153,1
21336,0
77594,1
108495,0
65039,1
113860,0
69149,1
4169,1
30689,1
7931,0
108941,0
22980,0
40150,1
6701,1
25662,1
15596,1
7259,0
49400,0
43918,1
85258,1
16983,0
73892,0
74494,1
6058,1
24233,0
2115,0
24359,0
37152,1
14714,1
10391,0
3203,1
101193,0
68614,1
36705,1
104225,1
21976,0
55122,1
93959,0
66822,0
12245,0
42728,0
74488,1
104651,1
66923,0
79946,0
67849,0
80735,1
5756,1
73027,1
16283,0
36044,0
69773,0
65967,1
17187,1
53877,1
18619,0
46369,0
85870,1
17879,0
96746,1
94682,1
80332,0
9718,1
36892,0
46356,1
174,1
18055,1
113729,1
74686,1
45816,0
91627,0
14865,1
18625,0
51824,1
23054,1
113246,1
91723,0
72632,1
70009,1
60699,0
39878,1
107903,0
54803,0
42535,0
38129,1
101739,0
37841,1
80474,1
14184,1
78919,0
92915,0
93045,0
61356,0
52929,0
2423,1
95135,1
108683,0
108631,0
1551,1
48163,1
73400,1
43439,0
95264,0
25279,1
49572,0
2529,1
43195,0
111595,0
21864,1
56874,1
91722,1
98758,0
104902,1
18989,0
47854,0
10937,0
112697,1
110069,1
59847,0
66902,0
22184,0
73495,0
22367,1
7378,0
44364,1
21129,0
41415,0
2680,0
46390,0
66612,0
44530,1
47835,1
103693,0
113686,0
24478,0
27381,0
26893,0
35925,1
47427,1
38212,1
6102,1
50353,0
82402,0
33073,1
65462,1
94629,1
55101,1
70335,1
10612,0
88932,1
73602,1
92703,1
84911,1
80748,1
96939,1
59913,0
41722,0
32489,1
90900,1
69338,0
23612,0
44769,1
12032,1
8612,1
45707,1
65502,1
2695,0
90704,1
86972,1
7316,0
61164,0
99992,1
111473,0
68762,1
32851,0
111882,0
18759,0
677,0
93390,0
60856,0
4453,1
101684,0
14980,0
27102,1
103904,1
37966,1
100815,0
84639,1
113846,0
45314,1
59192,0
4681,1
79826,1
36224,1
38617,0
79930,1
14131,0
59653,0
6293,0
7063,1
82475,0
73383,1
86967,1
41786,0
28935,0
20152,1
83682,1
49659,0
90923,1
101444,1
7052,1
41156,0
35129,1
76177,0
22705,1
17357,1
60569,1
26711,0
61839,0
14348,1
35135,1
15752,1
97679,1
82052,1
19498,0
6757,0
53964,1
18658,0
65542,1
70758,1
97969,1
21376,1
15763,1
30598,1
49920,0
9027,0
79780,1
80214,1
82469,0
52329,0
40507,1
78698,0
15873,1
58757,1
7205,0
73374,1
44202,1
3907,0
51271,1
16201,1
70166,1
51519,1
73567,1
94413,1
13286,0
65464,1
38081,1
59483,0
52041,0
22070,1
73000,1
103982,1
41584,0
38382,1
60587,0
106117,1
90116,1
104940,0
93562,0
108966,0
66810,0
60433,0
77980,1
15236,1
39582,1
40413,1
18956,0
73786,0
75495,0
26709,0
1472,0
35121,1
107359,1
108237,0
85615,1
13742,0
92370,0
12990,0
17037,1
42883,0
44916,1
56915,1
736,0
99568,1
46977,0
40606,1
28977,1
21182,1
74041,1
20700,1
19738,1
101210,0
13151,0
108846,0
77776,1
38955,1
12256,1
44300,1
1140,0
69348,1
27176,0
70941,0
77545,1
15850,1
97613,1
36518,0
2993,1
84417,1
57849,0
105144,1
47859,1
8643,1
90514,0
69367,0
65050,1
100778,0
76815,0
58061,1
34520,1
83712,1
9679,1
48921,0
58364,0
5139,1
38465,1
48997,0
4361,1
17040,0
113750,1
74433,1
37439,0
75798,0
20300,1
46941,0
4035,1
59126,0
45095,0
97323,1
113316,1
67703,0
60952,1
634,1
57636,1
20193,0
17941,0
74543,1
21784,0
104403,1
107764,1
12413,0
46065,0
51094,1
76451,0
51300,1
82458,0
31032,0
25409,1
82903,0
44258,1
46332,0
79122,1
70809,1
23916,1
75082,1
108967,0
111059,1
104738,1
67930,0
828,0
34599,1
4478,1
67121,0
27239,0
2200,1
38569,1
49052,1
93768,0
27551,1
62437,1
44902,0
62756,1
85570,1
78829,0
23543,0
59150,0
60995,0
58651,0
5791,1
40477,1
99071,1
4036,0
38319,1
106588,1
49916,0
93107,0
34531,1
44399,0
62430,1
66817,0
104324,0
21370,0
65531,1
18549,0
